branching_types,n_end,k,uscat,device,dtype,density_dtype,density_device,uscat_dtype,uscat_device
a,74,45.254833995939045,(-1.2804646601529996-1.6518405835442227j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,74,64.0,(-1.3782172548519847-1.272015164589032j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,74,90.50966799187809,(1.1566848663642149-0.26953782736192644j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,74,128.0,(1.2616144677349248-0.4840019479028724j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,74,181.01933598375618,(-1.3349835605631495+1.297395871720376j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,74,256.0,(0.1496512559055288+2.5795714073312457j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,74,362.03867196751236,(1.1805903941688212+0.3488644533617025j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,74,512.0,(1.0133870217665986-0.10903146789816477j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,74,724.0773439350247,(-0.46186136888375334-2.0826250385647045j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,1.0,(-1.3559333625942886-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,1.4142135623730951,(-0.8771443358651596-2.1880003395045247j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,2.0,(1.2150327279375333-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,2.8284271247461903,(0.9594058744019136-0.17538918868292316j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,4.0,(1.298100916916548+0.4860534030288369j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,5.656854249492381,(-1.0989021312388991+0.33813538670873367j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,8.0,(0.7971526628126587-2.204694413306667j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,11.313708498984761,(-1.2716020273225923+1.5662573132743123j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,16.0,(1.0035487245418335+0.09104501905173173j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,22.627416997969522,(1.1413239533075994+0.2969524447460785j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,32.0,(-1.1126966314996471-0.2595465185329528j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,45.254833995939045,(-1.2804646601529963-1.6518405835442231j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,64.0,(-1.3782599858648652-1.27198196652997j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,90.50966799187809,(1.116874037682039-0.3194049451511309j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,128.0,(1.2594556109076076-0.4841240102514251j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,181.01933598375618,(-1.3842007803681056+1.2629302461801377j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,256.0,(0.18858745508443897+2.553510147067122j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,362.03867196751236,(1.1724345619857348+0.33907902723424704j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,512.0,(1.0158696209573268-0.11732281601757667j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,75,724.0773439350247,(-0.46022370937133084-2.062081372684603j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,1.0,(-1.355933362594289-0.6578134486897361j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,1.4142135623730951,(-0.8771443358651598-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,2.0,(1.2150327279375333-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,2.8284271247461903,(0.9594058744019139-0.17538918868292347j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,4.0,(1.2981009169165485+0.4860534030288368j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,5.656854249492381,(-1.0989021312388998+0.33813538670873405j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,8.0,(0.7971526628126591-2.204694413306668j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,11.313708498984761,(-1.2716020273225934+1.5662573132743125j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,16.0,(1.0035487245418326+0.09104501905173236j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,22.627416997969522,(1.1413239533075978+0.29695244474607707j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,32.0,(-1.1126966314996387-0.25954651853295374j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,45.254833995939045,(-1.2804646601530045-1.6518405835442187j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,64.0,(-1.378240502801452-1.2719765111521917j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,90.50966799187809,(1.095694151362357-0.28211609856504805j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,128.0,(1.2559068061151448-0.5205808298124391j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,181.01933598375618,(-1.42042788387506+1.3311345461024353j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,256.0,(0.22538374422908145+2.597849359882538j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,362.03867196751236,(1.140794672419441+0.36819854649065065j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,512.0,(0.9760069098255224-0.125816377516943j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,76,724.0773439350247,(-0.3586943149492742-2.072705370227899j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,1.0,(-1.3559333625942893-0.6578134486897365j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,1.4142135623730951,(-0.8771443358651596-2.1880003395045264j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,2.0,(1.2150327279375341-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,2.8284271247461903,(0.959405874401914-0.1753891886829233j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,4.0,(1.2981009169165487+0.48605340302883715j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,5.656854249492381,(-1.0989021312388998+0.3381353867087338j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,8.0,(0.7971526628126593-2.204694413306668j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,11.313708498984761,(-1.2716020273225939+1.5662573132743123j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,16.0,(1.0035487245418333+0.09104501905173232j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,22.627416997969522,(1.1413239533075972+0.29695244474607785j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,32.0,(-1.1126966314996398-0.25954651853295674j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,45.254833995939045,(-1.2804646601530012-1.6518405835442203j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,64.0,(-1.3782431220252263-1.271983025237128j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,90.50966799187809,(1.0966467471839627-0.2819701819119609j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,128.0,(1.2150227671325038-0.5088128147262551j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,181.01933598375618,(-1.4142156806009303+1.3334775399591803j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,256.0,(0.2728295125329952+2.5519854582340566j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,362.03867196751236,(1.1444403207975684+0.3718956853012109j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,512.0,(0.9756303519345781-0.12278475524041105j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,77,724.0773439350247,(-0.3587651157952033-2.07324166011432j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,1.0,(-1.355933362594289-0.6578134486897356j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,1.4142135623730951,(-0.8771443358651599-2.1880003395045247j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,2.0,(1.2150327279375328-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,2.8284271247461903,(0.9594058744019138-0.17538918868292352j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,4.0,(1.2981009169165483+0.4860534030288366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,5.656854249492381,(-1.0989021312388996+0.3381353867087338j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,8.0,(0.7971526628126584-2.204694413306668j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,11.313708498984761,(-1.2716020273225928+1.566257313274312j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,16.0,(1.003548724541833+0.09104501905173133j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,22.627416997969522,(1.1413239533075976+0.29695244474607785j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,32.0,(-1.1126966314996458-0.2595465185329523j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,45.254833995939045,(-1.2804646601529992-1.6518405835442271j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,64.0,(-1.378244259001891-1.271981064986376j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,90.50966799187809,(1.105222277944809-0.23796129124119597j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,128.0,(1.221373708264598-0.4958705357600033j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,181.01933598375618,(-1.4279832669949357+1.396343986498305j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,256.0,(0.27988727121758655+2.5587423224244494j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,362.03867196751236,(1.1169295675047208+0.4007540610562153j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,512.0,(0.934618746109609-0.12420022216239612j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,78,724.0773439350247,(-0.2580778691451511-2.0895996191961643j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,1.0,(-1.355933362594289-0.6578134486897361j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,1.4142135623730951,(-0.87714433586516-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,2.0,(1.2150327279375333-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,2.8284271247461903,(0.959405874401914-0.17538918868292339j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,4.0,(1.2981009169165487+0.48605340302883704j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,5.656854249492381,(-1.0989021312389+0.3381353867087334j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,8.0,(0.7971526628126604-2.2046944133066675j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,11.313708498984761,(-1.2716020273225943+1.5662573132743107j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,16.0,(1.0035487245418317+0.09104501905173173j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,22.627416997969522,(1.1413239533075963+0.29695244474607657j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,32.0,(-1.1126966314996456-0.25954651853295285j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,45.254833995939045,(-1.2804646601529996-1.6518405835442218j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,64.0,(-1.3782435830163495-1.2719811589385992j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,90.50966799187809,(1.176214723144387-0.2844620545854556j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,128.0,(1.205570768971893-0.48510886270210346j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,181.01933598375618,(-1.3721175445426455+1.399199390040215j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,256.0,(0.3181339053521176+2.517339840064449j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,362.03867196751236,(1.1332566385534206+0.41559762169023795j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,512.0,(0.935451523462908-0.1088787637600431j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,79,724.0773439350247,(-0.26232874504134873-2.111410314599743j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,1.0,(-1.3559333625942886-0.6578134486897358j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,1.4142135623730951,(-0.8771443358651594-2.1880003395045247j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,2.0,(1.215032727937533-1.125340129612697j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,2.8284271247461903,(0.9594058744019136-0.1753891886829231j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,4.0,(1.2981009169165483+0.48605340302883693j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,5.656854249492381,(-1.0989021312388987+0.33813538670873344j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,8.0,(0.7971526628126586-2.204694413306666j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,11.313708498984761,(-1.2716020273225919+1.5662573132743116j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,16.0,(1.0035487245418329+0.09104501905173192j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,22.627416997969522,(1.141323953307599+0.2969524447460773j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,32.0,(-1.1126966314996443-0.2595465185329584j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,45.254833995939045,(-1.2804646601529979-1.6518405835442262j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,64.0,(-1.378243720748578-1.2719812932308119j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,90.50966799187809,(1.0909213548606398-0.33689050039807455j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,128.0,(1.225362332597212-0.45950829218394584j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,181.01933598375618,(-1.371256843025427+1.4086831505466948j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,256.0,(0.3011697168745287+2.5012788821046072j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,362.03867196751236,(1.1132755208035396+0.43874508091385j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,512.0,(0.9001454607320194-0.10398988445974491j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,80,724.0773439350247,(-0.1679141078424869-2.133147262105799j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,1.0,(-1.355933362594289-0.6578134486897366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,1.4142135623730951,(-0.8771443358651592-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,2.0,(1.2150327279375335-1.1253401296126975j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,2.8284271247461903,(0.9594058744019137-0.17538918868292303j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,4.0,(1.2981009169165483+0.48605340302883726j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,5.656854249492381,(-1.0989021312388991+0.3381353867087336j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,8.0,(0.7971526628126595-2.2046944133066675j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,11.313708498984761,(-1.2716020273225936+1.5662573132743116j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,16.0,(1.0035487245418329+0.09104501905173144j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,22.627416997969522,(1.1413239533075983+0.29695244474607896j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,32.0,(-1.1126966314996425-0.25954651853295774j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,45.254833995939045,(-1.2804646601529908-1.651840583544224j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,64.0,(-1.3782437268292935-1.2719812427251662j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,90.50966799187809,(1.0757031317283627-0.2461841722588j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,128.0,(1.243679587567656-0.47418014267619646j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,181.01933598375618,(-1.3225553251893272+1.3983828533605438j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,256.0,(0.32464388530091015+2.476949394358222j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,362.03867196751236,(1.141247131741891+0.4615785799208204j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,512.0,(0.90558194595792-0.07912296818736247j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,81,724.0773439350247,(-0.1790360143071398-2.1748299319387066j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,1.0,(-1.355933362594289-0.6578134486897359j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,1.4142135623730951,(-0.8771443358651599-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,2.0,(1.2150327279375337-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,2.8284271247461903,(0.959405874401914-0.17538918868292305j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,4.0,(1.298100916916549+0.4860534030288372j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,5.656854249492381,(-1.0989021312389+0.33813538670873367j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,8.0,(0.7971526628126597-2.204694413306668j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,11.313708498984761,(-1.2716020273225932+1.5662573132743118j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,16.0,(1.0035487245418342+0.09104501905173151j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,22.627416997969522,(1.1413239533076003+0.2969524447460805j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,32.0,(-1.1126966314996425-0.25954651853295085j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,45.254833995939045,(-1.2804646601529952-1.6518405835442311j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,64.0,(-1.3782437158782732-1.2719812490471107j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,90.50966799187809,(1.134766393139412-0.26582831196767265j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,128.0,(1.2466549935888678-0.4712092391851618j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,181.01933598375618,(-1.3303097622750393+1.3687107261222173j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,256.0,(0.2962177771068991+2.4482972552215245j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,362.03867196751236,(1.1319305297705826+0.47379034905936046j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,512.0,(0.8806273425711784-0.07191988007541394j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,82,724.0773439350247,(-0.09633981657727637-2.2001221218761176j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,1.0,(-1.3559333625942895-0.6578134486897365j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,1.4142135623730951,(-0.8771443358651598-2.1880003395045264j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,2.0,(1.2150327279375341-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,2.8284271247461903,(0.9594058744019142-0.1753891886829233j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,4.0,(1.2981009169165487+0.48605340302883726j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,5.656854249492381,(-1.0989021312389002+0.3381353867087339j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,8.0,(0.7971526628126595-2.204694413306668j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,11.313708498984761,(-1.2716020273225936+1.5662573132743125j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,16.0,(1.0035487245418344+0.0910450190517313j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,22.627416997969522,(1.1413239533075985+0.29695244474608007j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,32.0,(-1.1126966314996434-0.25954651853295496j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,45.254833995939045,(-1.2804646601529965-1.6518405835442227j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,64.0,(-1.3782437185844971-1.2719812502415666j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,90.50966799187809,(1.1266195691173158-0.27322982919997696j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,128.0,(1.2660609642476959-0.4987893604811451j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,181.01933598375618,(-1.3172613500647858+1.3649626275296844j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,256.0,(0.3005839097527091+2.4439328442535517j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,362.03867196751236,(1.1684837273672448+0.49944679812699366j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,512.0,(0.8911795212849078-0.04197638043798284j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,83,724.0773439350247,(-0.11650141241715509-2.258519795464056j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,1.0,(-1.3559333625942895-0.6578134486897362j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,1.4142135623730951,(-0.8771443358651603-2.1880003395045264j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,2.0,(1.2150327279375337-1.125340129612698j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,2.8284271247461903,(0.9594058744019138-0.17538918868292325j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,4.0,(1.2981009169165492+0.48605340302883704j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,5.656854249492381,(-1.0989021312388998+0.33813538670873405j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,8.0,(0.7971526628126593-2.204694413306668j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,11.313708498984761,(-1.2716020273225936+1.5662573132743125j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,16.0,(1.003548724541833+0.09104501905173185j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,22.627416997969522,(1.141323953307597+0.2969524447460787j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,32.0,(-1.112696631499647-0.2595465185329555j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,45.254833995939045,(-1.2804646601530014-1.6518405835442227j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,64.0,(-1.3782437184538066-1.2719812496031326j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,90.50966799187809,(1.1371658563724354-0.31372072697485254j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,128.0,(1.2292237137823339-0.5137093605153618j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,181.01933598375618,(-1.3271248628218535+1.329765929318556j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,256.0,(0.2718974163469433+2.4152067853720354j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,362.03867196751236,(1.170998436956739+0.495518188161309j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,512.0,(0.8778324505481007-0.036606552566321074j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,84,724.0773439350247,(-0.05008810573107426-2.2841839499337713j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,1.0,(-1.355933362594289-0.657813448689736j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,1.4142135623730951,(-0.8771443358651595-2.1880003395045255j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,2.0,(1.2150327279375337-1.1253401296126977j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,2.8284271247461903,(0.9594058744019136-0.1753891886829232j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,4.0,(1.2981009169165487+0.48605340302883693j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,5.656854249492381,(-1.0989021312388996+0.3381353867087339j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,8.0,(0.7971526628126586-2.204694413306668j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,11.313708498984761,(-1.2716020273225945+1.5662573132743125j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,16.0,(1.0035487245418335+0.09104501905173269j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,22.627416997969522,(1.1413239533075967+0.2969524447460811j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,85,32.0,(-1.1126966314996405-0.2595465185329536j),cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
