branching_types,n_end,uscat,k,device,dtype,density_dtype,density_device,uscat_dtype,uscat_device
a,27,(-1.3559333625942886-0.6578134486897367j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,(-0.8771443358651598-2.188000339504526j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,(1.2150327279375335-1.1253401296126975j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,(0.9594058744019139-0.17538918868292308j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,(1.2981009169165487+0.48605340302883715j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,(-1.0989021312388996+0.33813538670873344j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,(0.7971526628126597-2.204694413306669j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,(-1.2716020273225985+1.5662573132743103j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,(1.0035487168240476+0.09104501180094199j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,27,(1.1449722216836886+0.2978016573878425j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(-1.3559333625942886-0.657813448689736j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(-0.87714433586516-2.1880003395045247j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(1.215032727937533-1.1253401296126975j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(0.9594058744019137-0.17538918868292344j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(1.298100916916548+0.4860534030288365j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(-1.0989021312388998+0.33813538670873383j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(0.7971526628126591-2.204694413306667j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(-1.2716020273225916+1.566257313274313j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(1.0035487238801237+0.09104501987656949j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,28,(1.1408669077937015+0.29590159114674364j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(-1.3559333625942895-0.6578134486897365j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(-0.87714433586516-2.1880003395045255j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(1.2150327279375328-1.125340129612698j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(0.9594058744019138-0.17538918868292347j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(1.2981009169165492+0.48605340302883626j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(-1.0989021312388998+0.33813538670873444j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(0.7971526628126585-2.204694413306669j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(-1.2716020273225932+1.5662573132743125j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(1.0035487246147061+0.09104501911859343j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,29,(1.141167007370746+0.297211029605357j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(-1.355933362594289-0.6578134486897363j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(-0.8771443358651596-2.188000339504525j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(1.2150327279375328-1.1253401296126977j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(0.9594058744019136-0.17538918868292339j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(1.2981009169165478+0.4860534030288366j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(-1.0989021312388996+0.3381353867087333j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(0.7971526628126598-2.204694413306666j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(-1.2716020273225923+1.5662573132743098j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(1.003548724549326+0.09104501904632908j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,30,(1.1413936066349888+0.2969499746912584j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(-1.355933362594289-0.6578134486897363j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(-0.8771443358651596-2.1880003395045255j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(1.2150327279375333-1.1253401296126972j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(0.9594058744019136-0.1753891886829232j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(1.2981009169165483+0.48605340302883693j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(-1.0989021312388996+0.3381353867087337j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(0.79715266281266-2.204694413306668j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(-1.2716020273225945+1.5662573132743103j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(1.003548724541528+0.09104501905088855j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,31,(1.1413162306073348+0.2969405597794476j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(-1.3559333625942884-0.6578134486897361j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(-0.8771443358651597-2.188000339504525j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(1.2150327279375333-1.125340129612698j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(0.9594058744019136-0.17538918868292327j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(1.2981009169165478+0.4860534030288367j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(-1.0989021312388987+0.33813538670873416j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(0.7971526628126575-2.2046944133066675j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(-1.2716020273225919+1.5662573132743125j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(1.0035487245417463+0.09104501905173645j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,32,(1.1413227259961816+0.29695469320431667j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(-1.3559333625942884-0.657813448689736j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(-0.8771443358651592-2.1880003395045247j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(1.2150327279375333-1.1253401296126975j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(0.9594058744019134-0.17538918868292305j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(1.2981009169165478+0.4860534030288367j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(-1.0989021312388987+0.33813538670873344j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(0.7971526628126591-2.204694413306666j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(-1.2716020273225914+1.5662573132743107j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(1.003548724541832+0.09104501905173923j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,33,(1.1413243662244401+0.296952468688258j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(-1.3559333625942886-0.6578134486897361j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(-0.8771443358651592-2.1880003395045255j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(1.215032727937534-1.1253401296126977j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(0.959405874401914-0.17538918868292297j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(1.298100916916548+0.48605340302883737j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(-1.0989021312388991+0.3381353867087329j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(0.7971526628126597-2.204694413306666j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(-1.2716020273225936+1.5662573132743118j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(1.003548724541833+0.09104501905173373j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,34,(1.141323934429451+0.29695238783174993j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(-1.3559333625942886-0.657813448689736j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(-0.8771443358651596-2.1880003395045247j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(1.215032727937533-1.1253401296126975j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(0.9594058744019136-0.17538918868292322j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(1.2981009169165483+0.4860534030288368j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(-1.0989021312388991+0.33813538670873367j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(0.7971526628126584-2.204694413306667j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(-1.2716020273225928+1.5662573132743123j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(1.0035487245418344+0.09104501905173275j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,35,(1.1413239469052023+0.2969524493168321j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(-1.355933362594289-0.657813448689736j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(-0.8771443358651597-2.1880003395045255j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(1.2150327279375333-1.1253401296126975j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(0.9594058744019136-0.1753891886829234j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(1.2981009169165485+0.4860534030288366j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(-1.0989021312388991+0.33813538670873383j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(0.797152662812658-2.204694413306667j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(-1.2716020273225936+1.5662573132743118j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(1.0035487245418326+0.09104501905173108j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,36,(1.1413239540034028+0.2969524453928011j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(-1.3559333625942886-0.6578134486897358j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(-0.8771443358651598-2.1880003395045247j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(1.215032727937533-1.1253401296126975j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(0.9594058744019136-0.17538918868292347j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(1.2981009169165483+0.4860534030288367j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(-1.0989021312388993+0.3381353867087342j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(0.7971526628126581-2.204694413306668j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(-1.2716020273225928+1.5662573132743127j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(1.0035487245418344+0.0910450190517316j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,37,(1.1413239533746626+0.2969524446595412j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(-1.355933362594289-0.6578134486897359j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(-0.8771443358651599-2.1880003395045247j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(1.2150327279375333-1.125340129612698j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(0.9594058744019136-0.17538918868292352j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(1.2981009169165485+0.48605340302883654j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(-1.0989021312388996+0.3381353867087342j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(0.7971526628126582-2.204694413306668j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(-1.2716020273225919+1.5662573132743125j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(1.0035487245418335+0.09104501905173151j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,38,(1.141323953297624+0.2969524447382467j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(-1.3559333625942893-0.6578134486897361j),1.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(-0.87714433586516-2.1880003395045255j),1.4142135623730951,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(1.2150327279375337-1.1253401296126984j),2.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(0.9594058744019138-0.17538918868292358j),2.8284271247461903,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(1.2981009169165487+0.48605340302883693j),4.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(-1.0989021312389+0.33813538670873394j),5.656854249492381,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(0.7971526628126594-2.2046944133066684j),8.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(-1.2716020273225932+1.5662573132743118j),11.313708498984761,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(1.0035487245418333+0.0910450190517316j),16.0,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
a,39,(1.1413239533066162+0.29695244474722354j),22.627416997969522,cpu,<class 'numpy.float64'>,complex128,cpu,complex128,cpu
